,merchant_abn,sum_vip,percentage_vip
0,80324045558,1433,6.777656907723596
1,49891706470,1260,5.634306667262889
2,91923722701,1206,8.824820722962096
3,68216911708,1108,5.389367187119996
4,63290521567,1049,5.11059144499659
5,46804135891,1028,4.652636343064041
6,21439773999,995,5.713137344970142
7,50315283629,972,14.95154591601292
8,24852446429,936,4.079497907949791
9,49505931725,925,7.421373555840821
10,45629217853,911,4.142415423790469
11,80518954462,908,13.871066300030552
12,96152467973,898,7.258911971546358
13,67794222692,895,14.524505030834145
14,32234779638,893,5.179513949306885
15,22059270846,890,13.779222789905557
16,69703285964,882,14.214343271555197
17,94455880010,863,14.066829665851671
18,57900494384,859,6.994544418206987
19,80682333501,858,13.743392599711676
20,19933438190,858,6.965981976130552
21,91720867026,844,13.588794075028176
22,21025433654,834,13.869948445035757
23,17324645993,822,6.757645511344952
24,64403598239,822,4.850129808827
25,48534649627,818,6.711519527404004
26,35556933338,816,13.723511604439958
27,90173050473,801,14.072382290934646
28,58454491168,795,13.28542780748663
29,27093785141,791,13.570080631326128
30,81761494572,790,13.50889192886457
31,70038202360,789,13.605794102431453
32,82065156333,788,6.554649808684079
33,60978195146,786,12.976721149083707
34,20562405782,781,13.130464021519838
35,37687523474,762,13.477184294304918
36,37379915451,760,12.794612794612794
37,56946407125,757,12.80446549391069
38,67202032418,754,12.950875987633115
39,91873181182,746,12.702196492422951
40,45466221547,729,12.791717845236006
41,20985347699,723,6.11985779583545
42,98314397036,720,13.08139534883721
43,77590625261,718,12.78262417660673
44,89726005175,708,3.265833294893676
45,29566626791,707,12.906170135085798
46,86578477987,677,2.9679964927663307
47,74046727484,676,12.711545693869875
48,35733444320,669,12.26397800183318
49,35424691626,647,12.147953435974465
50,81410315303,644,12.128060263653484
51,94472466107,642,12.088118998305404
52,34179569263,633,12.03879802206162
53,22033359776,630,11.504747991234478
54,99976658299,628,11.698956780923995
55,71538439295,608,11.847233047544817
56,90087872851,606,11.462076792131644
57,72472909171,597,3.734751329371286
58,93558142492,583,11.615859733014544
59,43186523025,574,2.6997789379615256
60,37459245212,573,10.758542996620353
61,10648956813,571,11.180732328177012
62,86662713230,567,11.185638192937462
63,13285958344,563,11.431472081218274
64,52065114842,557,11.606584705146904
65,14430838529,555,11.0381861575179
66,79417999332,552,3.5298631538559917
67,39649557865,550,10.880316518298715
68,64203420245,546,2.4136863975951552
69,74019238521,542,11.2238558707807
70,11121775571,538,11.81119648737651
71,71674475255,533,10.71787653327971
72,21359184622,532,11.41875939042713
73,30122382323,523,10.688739014919273
74,41974958954,521,10.870018777383684
75,94493496784,519,3.310582381833259
76,98973094975,514,4.872037914691943
77,47086412084,513,4.860255802936997
78,32560075533,509,10.704521556256571
79,11237511112,501,10.41796631316282
80,66079287213,500,10.49317943336831
81,78760357380,486,10.572112247117685
82,17158952809,484,10.37513397642015
83,58476363584,478,10.286206154508285
84,31585975447,475,10.562597287080276
85,62224020443,471,10.466666666666667
86,61845622676,470,10.297984224364592
87,11240426404,469,4.405410482810445
88,49322182190,460,4.47906523855891
89,71094934182,450,9.765625
90,75089928159,449,9.964491788726143
91,89502033586,445,9.816898301345688
92,89640578182,442,10.4739336492891
93,68004106739,442,9.923664122137405
94,81219314324,442,4.4261966753454836
95,16644129035,440,9.79301135099043
96,24938000144,437,9.882406151062867
97,22795471441,429,9.57803081044876
98,38090089066,427,4.185453832581847
99,91848160033,419,9.849553361542078
100,65122248893,414,9.623430962343097
101,67797658023,408,9.615837850577421
102,79633007926,408,9.44225873640361
103,62694031334,407,4.173074951297036
104,60956456424,402,2.711269980441087
105,89932674734,401,9.802004399902223
106,51279178333,401,9.218390804597702
107,80109801322,398,9.369114877589455
108,15061716544,397,9.434410646387832
109,17739089622,394,9.398854961832061
110,40555823280,391,9.223873555083745
111,34096466752,389,9.06971321986477
112,13514558491,388,9.061186361513311
113,56945597985,384,9.23298869920654
114,99275601275,376,9.267931969435542
115,61447419161,373,9.471813103098018
116,36196225600,363,9.034345445495271
117,99938978285,362,8.955962394854032
118,76819856970,360,9.169638308711155
119,51550230865,360,8.821367311933349
120,32361057556,360,2.5003472704542298
121,35016722348,355,8.996452103395844
122,13565102775,352,9.023327351961036
123,87639550697,338,8.54614412136536
124,62191208634,337,8.656563061905985
125,62773208456,336,8.637532133676093
126,40279146273,335,8.50253807106599
127,50866797623,334,8.483616967233933
128,58392414752,334,8.464267612772428
129,90599617648,333,8.58690046415678
130,70610974780,331,8.570688762299326
131,22227727512,328,8.76068376068376
132,99291944648,323,8.72265730488793
133,90578415511,316,7.854834700472284
134,67609108741,315,8.037764735902016
135,11566786699,315,3.498445135495335
136,82076270246,312,8.357889097240825
137,46987545043,312,8.238711381040401
138,35223308778,310,3.3655412007382477
139,52342208808,309,8.512396694214877
140,41663117354,305,8.299319727891156
141,45433476494,304,8.337904552934724
142,66667026714,302,8.393551973318509
143,98269572896,302,3.209351753453773
144,15069598461,301,7.840583485282626
145,13839274306,299,7.994652406417112
146,75944642726,299,3.277789958342469
147,35014882568,297,7.956067506027324
148,87667432396,296,8.125171561899533
149,70172340121,296,8.045664582767056
150,18158387243,295,7.90672741892254
151,71350572766,292,7.965084560829242
152,30214222203,290,7.733333333333333
153,15299889494,289,8.27843024921226
154,26148653604,288,8.530805687203792
155,16492082804,286,7.681976900349182
156,32656335530,285,8.066798754599489
157,76767266140,285,3.170894526034713
158,63952221889,281,7.673402512288368
159,29616684420,281,3.0563410920165324
160,30458474292,280,8.034433285509325
161,34920839316,280,7.590132827324478
162,43061683632,274,7.955865272938444
163,88547577701,273,7.489711934156379
164,89518629617,271,7.6770538243626065
165,84703983173,265,3.054755043227666
166,23661821077,259,7.635613207547169
167,46298404088,259,2.976327281084808
168,41251795489,257,3.017494422918868
169,96161808980,255,7.904525728456292
170,71041015148,253,7.534246575342466
171,83412691377,253,7.482993197278912
172,70501974849,248,7.1531583501586375
173,25732256442,246,7.418576598311219
174,86772484982,245,7.056451612903227
175,52959528548,242,2.782568701851213
176,21807339153,241,7.232893157262906
177,44454840859,240,7.416563658838071
178,89107518982,239,7.317819963257807
179,92990617267,238,7.514998421218818
180,97861055416,238,7.214307365868446
181,46451548968,238,7.072808320950966
182,54874856789,235,6.821480406386067
183,28687004922,234,6.90672963400236
184,85139489422,234,6.866197183098592
185,52160665475,233,7.054193157735392
186,63300242141,230,6.837098692033294
187,96161947306,229,7.165206508135169
188,23338656015,227,2.7208438211674455
189,31637210281,225,7.186202491216864
190,33604812025,224,2.6874625074985
191,36125151647,223,6.901887960383782
192,90692244747,221,7.110682110682111
193,19854089605,219,6.992337164750957
194,15269431008,218,6.52890086852351
195,12870663624,215,6.601166717838501
196,54550134954,213,2.7505165289256195
197,79645157255,212,6.934903500163559
198,40515428545,211,6.75632404739033
199,54272781746,211,6.741214057507987
200,31940875883,208,6.52037617554859
201,67400260923,208,2.6009753657621606
202,29023134283,206,6.5500794912559615
203,44594244784,204,6.686332350049164
204,75034515922,204,2.5480889333000247
205,77338620996,203,6.802949061662199
206,59658193201,201,6.607495069033531
207,17678252870,201,6.25
208,74648589246,200,6.772773450728073
209,32709545238,197,6.412760416666667
210,19237425345,194,6.512252433702585
211,63465140133,193,2.5268394867766433
212,26844395593,192,6.655112651646447
213,12173100693,192,6.6138477437134
214,31101120643,191,6.986100950987565
215,28057731482,190,6.297646668876366
216,39896913161,189,6.483704974271013
217,88699453206,189,6.424201223657376
218,67978471888,189,6.363636363636363
219,34822634769,188,6.919396393080604
220,28681229636,188,6.425153793574847
221,45559085309,188,6.035313001605137
222,65674339048,187,6.524773203070482
223,38435278995,187,6.321839080459771
224,79953723663,186,5.976863753213368
225,63123845164,184,6.749816581071166
226,96880556465,184,6.393328700486449
227,35909341340,184,2.323525697689102
228,16570599421,183,6.192893401015229
229,57471217202,182,6.13001010441226
230,80779820715,182,2.323503127792672
231,39088614710,180,6.289308176100629
232,65668855732,179,6.452775775054073
233,98472033309,178,6.444605358435916
234,68559320474,178,2.356055592322965
235,49212265466,178,2.309289050337312
236,92343252737,176,6.518518518518518
237,61991570212,176,5.747877204441541
238,83690644458,171,2.239392352016763
239,73343245974,170,6.084466714387974
240,66567150019,170,5.862068965517241
241,83620670827,170,5.687520910003346
242,81333423763,169,5.762018411183089
243,13118172970,167,6.21510978786751
244,95574756848,167,5.926188786373315
245,11944993446,165,6.165919282511211
246,29936037423,165,5.954529050884157
247,78905182348,164,6.096654275092937
248,45759576746,163,5.813124108416548
249,63685007785,162,6.0971019947309
250,25674631453,162,5.865314989138305
251,30389290864,161,5.797623334533669
252,90543168331,159,2.1087533156498672
253,70052129860,158,5.718422005066956
254,66626020312,157,5.856023871689668
255,28230498046,157,5.8472998137802605
256,50075408315,157,5.750915750915751
257,38638753805,156,5.805731298846297
258,76626119831,155,2.0163913100039026
259,94729574738,154,5.3602506091193876
260,41944909975,154,2.1148036253776437
261,32605756719,153,5.470146585627457
262,41383736952,153,5.444839857651246
263,69983142241,153,5.4178470254957505
264,41705715409,151,5.745814307458143
265,40507108040,151,5.394783851375491
266,32530636640,150,5.49249359209081
267,75559137486,149,5.7617942768754835
268,22206721435,149,5.6567957479119215
269,42355028515,147,1.9750100765820233
270,49549583265,145,6.02660016625104
271,40307304965,145,5.521706016755521
272,19054547079,144,5.962732919254658
273,75342681786,144,5.6426332288401255
274,42500153308,144,5.594405594405594
275,10323485998,143,5.7591623036649215
276,70620117107,141,5.848195769390294
277,49125619545,141,5.690072639225181
278,46352584904,139,5.4296875
279,76314317957,138,1.9217379195098176
280,61481587663,137,5.146506386175808
281,29639699851,136,6.079570853822084
282,26169574842,136,5.657237936772046
283,25938405651,134,5.546357615894039
284,47663262928,134,5.226209048361934
285,21772962346,133,1.7997293640054128
286,29323795999,132,1.8596787827557058
287,75244502629,131,5.340399510803098
288,24715277505,131,5.32520325203252
289,98722839745,131,4.937806257067471
290,72673996108,129,5.443037974683544
291,88553358884,129,5.413344523709609
292,62204398944,129,5.151757188498403
293,29521780474,129,1.7815218892418174
294,57824995706,128,5.3156146179401995
295,29641342749,128,5.291442744935924
296,67330176930,128,5.047318611987381
297,61412665910,127,5.64193691692581
298,10206519221,126,5.47112462006079
299,14492521225,126,1.8628030751034892
300,20325086904,125,5.108295872496935
301,90568944804,125,4.843084075939559
302,98416475066,124,5.238698774820448
303,60111071436,124,5.0304259634888435
304,16286338734,124,4.924543288324067
305,83177825742,124,4.881889763779528
306,17488304283,124,1.7096373914242382
307,92265887651,123,4.995938261575954
308,64127544910,123,4.898446833930705
309,45244796758,121,5.377777777777778
310,24070342853,121,5.307017543859649
311,76646764782,120,5.376344086021505
312,83414869405,120,5.179110919292188
313,38736067045,118,4.748490945674044
314,57757792876,116,4.775627830382874
315,53123395285,114,5.170068027210884
316,94072762560,114,4.869713797522427
317,71528203369,112,1.564245810055866
318,98548263806,110,5.025125628140704
319,92779316513,110,4.668930390492361
320,19618998054,110,1.6188373804267846
321,55417076134,109,4.808116453462726
322,11439466003,109,1.6555285540704738
323,89022158521,108,5.147759771210677
324,23255291705,108,4.958677685950414
325,81877438808,108,4.659188955996549
326,66370248931,108,4.587935429056925
327,15912561882,106,5.088814210273643
328,30623214058,106,4.962546816479401
329,46607130088,106,4.401993355481728
330,59162205130,106,4.39469320066335
331,64974914166,106,4.378356051218505
332,94690988633,106,1.5357867284844973
333,72738688428,104,5.213032581453634
334,69666829657,104,4.753199268738574
335,60706491699,103,4.951923076923077
336,26445720989,103,4.735632183908046
337,95508140753,103,4.686078252957234
338,29362189014,102,4.475647213690214
339,73972053940,101,1.5873015873015872
340,77679081913,100,5.007511266900351
341,37967061831,100,4.734848484848484
342,71961434094,100,1.554243083618278
343,96442520325,99,5.129533678756477
344,18305506006,99,4.125
345,15560455575,99,1.5415758330738087
346,17107204463,98,4.671115347950429
347,71236652596,98,4.5602605863192185
348,39211701585,97,4.588457899716178
349,82027679475,97,4.359550561797753
350,38012560280,95,4.212860310421286
351,62583219931,94,4.36397400185701
352,85502310765,93,4.510184287099904
353,46012371285,91,4.577464788732395
354,24015173965,90,4.719454640797063
355,26671932360,90,4.293893129770993
356,20885454195,90,3.862660944206009
357,57554365043,89,4.483627204030227
358,57289898526,89,4.3928923988154
359,96680767841,89,1.3281599761229668
360,46380096952,88,4.439959636730576
361,84445217729,87,4.852203011712214
362,68645868338,85,4.487856388595565
363,68501926042,85,3.757736516357206
364,83815730799,84,4.097560975609756
365,34726792617,83,4.318418314255983
366,92065881715,83,4.265159301130525
367,34695415993,83,3.9355144618302513
368,29122719261,82,4.304461942257218
369,88249446460,81,4.455445544554455
370,47856542678,81,4.13265306122449
371,45572698303,80,4.160166406656266
372,80982848464,80,3.9119804400977993
373,28208763477,79,4.247311827956989
374,30801495844,79,4.215581643543223
