SA2_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,10,5,10,5,46,4,17,12,45,31,31,22,17,3,185,98,210,141,413,316,388,315,186,49,2117,0,0,0,0,0,0,0,0,0,0,194,440,263,657,503,572,465,265,66,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,15,27,52,52,30,8,177,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10
101021008,0,0,0,5,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,4,33,18,16,21,9,5,107,19,34,27,80,27,29,29,13,7,267,252,495,483,1211,591,556,377,228,60,4255,0,0,0,0,0,0,0,0,0,0,493,990,877,1809,878,766,459,209,43,6522,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,8,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,3,14,7,7,0,0,0,27,0,0,0,7,3,7,13,18,0,47,0,3,0,4,0,4,0,0,0,8,0,5,10,24,22,34,24,18,4,132,0,0,3,8,11,6,4,0,0,30,0,0,0,0,3,0,0,0,0,6
101021009,0,0,0,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,9,0,4,9,66,13,16,25,21,9,152,18,23,17,87,27,34,42,27,21,303,349,516,511,1988,640,608,477,324,227,5638,0,0,4,7,0,0,0,0,0,4,613,896,904,2382,1030,905,547,272,161,7697,0,9,3,54,4,3,0,0,0,74,0,0,0,0,0,8,0,0,0,8,0,0,0,10,4,0,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,0,0,10,3,9,4,0,0,29,0,0,0,0,0,3,0,0,0,0,0,4,3,31,12,13,0,0,0,57,0,0,5,0,0,7,0,19,12,44,0,6,0,14,0,0,0,0,0,19,0,10,5,31,36,48,40,23,19,204,3,0,6,20,10,6,8,0,0,40,0,0,0,3,5,5,0,0,0,7
101021010,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,3,23,10,4,3,8,5,53,10,3,10,38,3,18,8,7,3,99,164,216,267,885,318,277,181,102,36,2440,0,0,0,7,0,0,0,0,0,7,304,392,428,1163,463,438,261,113,30,3593,0,8,5,57,0,0,0,0,0,60,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,4,4,0,0,13,0,0,0,0,3,0,3,0,0,8,0,0,0,5,7,0,0,0,0,18,0,0,0,0,0,3,4,6,0,26,0,0,0,5,0,0,0,0,0,14,0,3,10,23,27,28,24,21,0,138,0,0,5,15,5,0,0,0,0,23,0,0,0,4,0,0,0,0,0,5
101021012,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,7,47,30,37,19,9,3,160,13,33,15,59,29,21,17,8,4,203,421,896,817,1698,1146,809,415,171,39,6413,0,0,0,0,0,0,0,0,0,0,792,1722,1507,2511,1699,1184,528,185,40,10156,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,11,0,0,0,10,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,5,8,9,5,4,0,0,32,0,0,0,0,5,6,0,0,0,11,0,4,6,27,15,12,7,0,0,69,0,0,0,5,9,6,12,6,0,36,0,0,0,0,0,0,0,0,0,8,0,18,17,63,68,88,46,28,7,335,0,0,0,13,11,3,0,6,0,31,0,3,3,5,3,3,0,0,0,19
101021610,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,23,8,6,7,0,0,56,10,12,9,52,9,6,9,0,0,106,386,522,233,1389,348,151,81,24,3,3134,0,0,0,0,0,0,0,0,0,5,808,935,378,1934,460,176,94,23,6,4808,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,14,0,3,4,0,0,20,0,0,3,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,11,0,10,14,42,45,28,11,8,0,147,0,0,5,32,9,3,5,0,0,44,0,0,3,7,3,0,0,0,0,14
101021611,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,28,23,23,32,11,3,123,22,44,54,96,76,79,48,15,4,431,471,1076,888,1908,1381,1232,812,309,49,8131,0,0,0,0,0,0,0,0,0,0,864,2135,1681,3122,2165,1880,1217,387,62,13507,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,13,11,3,6,6,0,41,0,0,0,0,0,3,3,0,0,19,0,0,6,9,5,3,0,0,0,20,0,0,0,0,4,11,6,9,0,26,0,0,0,0,0,0,0,0,0,0,0,17,27,71,114,217,123,67,16,661,0,0,0,4,4,0,0,0,0,9,0,0,0,4,3,4,3,0,0,15
101031013,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,16,8,17,15,22,22,20,19,15,8,130,56,147,124,243,143,190,186,90,50,1229,0,0,0,0,0,0,0,0,0,0,94,276,189,414,227,311,296,149,50,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,18,7,4,48,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101031014,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,14,8,3,13,13,4,62,3,16,14,42,25,23,29,20,14,173,190,329,298,775,406,490,395,301,140,3321,0,0,0,0,0,0,0,0,0,0,352,623,595,1280,639,736,545,352,147,5264,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,15,4,3,0,0,0,28,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,19,12,40,34,36,11,147,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,4,9,7,0,28,0,16,10,30,24,29,21,19,9,159,74,184,154,300,288,291,215,125,30,1659,0,0,0,0,0,0,0,0,0,0,135,373,291,484,463,480,326,166,37,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,10,45,41,26,5,134,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
101031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,29,4,18,14,3,9,79,12,15,37,99,36,38,23,6,0,267,165,447,522,1126,587,507,316,129,52,3839,0,0,0,0,0,0,0,0,0,0,290,914,923,1653,943,827,527,192,57,6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,6,0,0,40,0,0,0,10,0,0,0,0,0,15,0,0,5,31,0,3,0,6,0,41,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,23,66,66,53,48,26,12,298,0,0,0,0,0,0,0,0,0,4,0,0,10,17,0,3,0,0,0,30
