SA2_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
101021007,0,0,0,3,5,8,6,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,9,0,18,0,0,0,4,14,23,12,13,0,67,0,0,0,0,0,0,0,0,0,0
101021008,0,0,0,4,0,7,9,10,0,35,0,0,0,0,0,7,3,9,4,22,0,0,0,0,4,0,0,0,0,5,0,3,14,87,12,8,0,0,0,134,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,15,0,0,0,0,8,7,31,28,12,86,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,9,0,0,0,20,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,12,40,0,0,0,0,0,44,0,0,0,0,0,0,6,5,0,9,0,0,14,38,27,22,14,7,0,116,0,5,0,30,31,53,51,18,5,182
101021009,0,0,0,5,0,8,21,16,11,63,0,0,0,3,0,7,16,28,18,73,0,0,0,4,0,3,5,0,0,9,7,23,29,431,12,4,3,0,0,510,0,3,0,24,7,6,0,0,0,34,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,3,0,18,0,0,0,7,4,9,18,32,29,100,0,0,0,6,6,3,0,0,0,5,0,0,3,14,5,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,0,0,3,6,6,0,0,0,20,0,0,0,0,0,0,6,6,7,23,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,3,0,0,15,0,6,33,290,5,0,0,0,0,332,0,0,0,4,0,6,11,10,6,36,0,10,25,59,42,24,19,8,0,177,0,0,7,25,10,22,39,24,16,152
101021010,0,0,0,0,0,5,12,6,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,5,16,20,167,17,8,0,0,0,233,0,0,3,5,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,6,9,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,3,9,21,16,17,6,0,0,77,0,3,4,19,14,12,7,0,0,59
101021012,0,0,0,7,10,9,22,14,0,57,0,0,0,0,0,9,6,3,0,20,0,0,3,4,0,0,0,0,0,15,0,10,4,103,19,15,4,0,0,157,0,3,3,7,5,0,0,0,0,24,0,0,0,10,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,5,3,0,3,6,0,19,0,0,4,7,6,26,14,12,3,69,0,0,0,3,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,7,0,0,0,5,0,4,0,0,0,9,0,0,0,6,12,8,3,3,0,32,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,45,0,0,0,0,0,52,0,3,4,0,6,0,9,0,0,20,0,8,12,56,55,32,14,3,0,176,0,0,0,23,20,46,20,6,0,113
101021610,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,13,14,193,22,8,10,0,0,270,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,11,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,11,8,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,7,5,28,19,4,4,0,0,64,0,0,0,22,11,3,5,0,0,38
101021611,0,0,0,11,16,15,22,18,3,84,0,0,0,0,0,0,4,0,3,10,0,0,0,4,6,0,5,0,0,14,0,0,0,16,7,3,6,0,3,35,0,0,0,4,3,0,4,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,4,6,0,32,0,0,0,3,4,18,21,22,0,73,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,5,7,5,5,0,0,26,0,0,0,0,0,5,4,7,0,19,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,0,42,0,3,14,40,48,45,39,16,5,208,0,0,0,4,6,0,8,0,0,16
101031013,0,0,0,0,0,0,5,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,4,7,7,4,0,0,24,0,0,0,0,0,0,0,0,0,0
101031014,0,0,0,8,7,7,17,30,11,87,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,0,0,0,0,4,3,9,5,39,9,10,0,0,0,73,0,0,4,0,0,5,3,0,0,15,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,18,0,3,0,10,6,5,8,15,16,59,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,0,0,6,6,3,0,0,20,0,0,0,10,0,3,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,28,0,0,0,0,7,4,12,15,5,39,0,9,0,30,26,19,19,6,3,110,0,0,0,0,0,0,0,0,0,0
101031015,0,0,0,3,4,6,12,9,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,12,0,0,0,4,3,10,13,0,0,28,0,0,0,0,0,0,0,0,0,0
